Shipper,Consignee,Shipments,Tons,BOL_Count
Analog Devices Phils Inc.,Bird Gard Llc,1,0.84,1
Datwyler Pharma Packaging,Eli Lilly International Corp.,1,0.84,1
Cma Cgm Head Office,Anl Container Line (Pty) ) Ltd.,2,0.84,2
Hans Foelsgaard A S,Vestas Nacelles America Inc.,4,0.84,4
Zilenzio Ab,Elite Install Services,2,0.84,2
Columbia Shipmgmt,Survitec Safety Solutions Us Llc,2,0.84,2
Msc Meraviglia,V.R. Camelot Inc.,1,0.84,1
Thomas Romania Plastic Srl,R.R. Intertrans Llp,2,0.84,2
Carnival Cruise Lines,Sulzer Electro Mechanical Services Inc.,1,0.84,1
Unic International Uk,Almax Industries,2,0.84,2
Brenntag Schweizerhall Ag,Firmenich Inc. Organic Chem,2,0.84,2
Octopus Ship Management B.V.,Survitec Safety Solutions Us Llc,2,0.84,2
Valles Steamship (Canada) Inc.,Survitec Safety Solutions Us Llc,2,0.84,2
Assister,Seaway 7 Us Inc.,2,0.84,2
Oceania Cruise Lines,Clean Harbors Env Braintree,6,0.8300000000000001,6
Gyma 84,L'oreal Usa Products Inc.,3,0.8300000000000001,3
Chame Ltd. 7 A Park House,Sweeping Statement Inc. 1704 46 Th St,1,0.83,1
Master Of Cape Tees,Offshore Suppliers,1,0.83,1
Entech Electronics,Erico Solon Inc.,1,0.83,1
Royal Caribbean Cruise,Royally Imperfect Group,1,0.83,1
Virgin Voyages,Marine Teknik,2,0.83,2
Master Of Cape Tees,Wilhelmsen Supply,1,0.83,1
Layana Co.,Econtrols,1,0.83,1
Torin Sifan Ltd.,Nortek Monterry,1,0.83,1
Royal Caribbean Cruise,Hilton Resorts Corp.,5,0.8200000000000001,5
Crystal Bay,Direct Delivery Logistics & Supply,4,0.8200000000000001,4
Adcom World Wide,Wilhelmsen Ships Service Miami,6,0.8200000000000001,6
Msc Bahamas Ltd.,Whilhemsen Ship Services,2,0.8200000000000001,2
"Alphacraft Pvt., Ltd.",Filter,1,0.82,1
Msc Seaside,Maritime Enforcement,1,0.82,1
Vranken Pommery Monopole S.A.,Western Carriers Warehouse,1,0.82,1
Mv Mol Celebration V. 096 W,Wartsila Global Logistics Services,2,0.82,2
Intl Roofing Waterproofing,Intl Roofing And Waterproo,2,0.82,2
Carnival Cruise Lines,Trident Bmc Sp. Z O.O.,1,0.82,1
Tripple Tees Cuas,Multi Gasses,2,0.82,2
Nirvana Explorer,Gac North America Logistics 162,2,0.82,2
Carnival Cruise Lines,Bare Necessities Tour & Travel,1,0.82,1
Ebs Sweden Ab,Adam Hall North America Inc.,2,0.82,2
"Cpro Vietnam Co., Ltd.",Cook Solutions Group,1,0.82,1
Energy Integrity,Wartsila,2,0.82,2
Hastens Beds Ab,Royalty Relocation And Storage Llcl,1,0.81,1
Nls Sas,Novomet Usa Inc.,1,0.81,1
Adm Do Brasil Ltda,Aam North America Inc.,1,0.81,1
Man Truck Bus Ag,Nfi Parts,1,0.81,1
Imcd Espana,Stahl De Mexico S.A. De C.V.,1,0.81,1
Msc Meraviglia,Universal Marine Medical Supply,4,0.81,4
Tote Services Inc.,Tote Services Inc.,11,0.81,11
Tinflex Srl,Cervecera De Puerto Rico,3,0.81,3
Universal Instrument Sro,Universal Instruments Corp.,1,0.8,1
Ncl (Bahamas Ltd.),Macgregor Germany Gmb H,1,0.8,1
Ncl (Bahamas Ltd.),Wilhemsen Puerto Rico,1,0.8,1
Master Of Reggeborg,Wartsila Workshop,2,0.8,2
Epsilon Aframax Corp.,Moran Shipping Agencies Inc.,1,0.8,1
Crowley Latin America Services Llc,Survitec Safety Solutions Us Llc,2,0.8,2
Tb Marine Shipmanagement Gmb H,Survitec Safety Solutions Us Llc,2,0.8,2
"Thome Ship Management Pte., Ltd.",Horizon Auto Shipping Inc.,1,0.8,1
Houston Voyager,Gac North America Logistics 162,2,0.8,2
Cma Cgm Symi,Viking Life Saving Equipment Inc.,1,0.8,1
Carnival Cruise Lines,Priano Aerostream Llc,1,0.8,1
Grupo Cometa S.A.S,Battery Central,2,0.8,2
Horizon Auto Shipping Inc.,Acgi Shipping Llc,1,0.8,1
Crystal Cruises Ltd.,Sirio Outfitting Srl,1,0.8,1
Carnival Cruise Lines,Carnival Panorama Dry Dock,1,0.8,1
Magic Mountian Parkway,Motor Services Hugo Stamp Inc.,2,0.8,2
Ncl (Bahamas Ltd.),Comptech Engineering Llc,1,0.8,1
M V Marvel Pelican,Wartsila North America Inc.,2,0.8,2
Exportadora Bueno Sa,Flor De Monte Inc.,2,0.8,2
Msc Seascape,Msc Ocean One,1,0.8,1
Mt Cobia Lng,Central Dispatch Inc.,2,0.8,2
Carnival Cruise Lines,Wartsila Workshop,1,0.8,1
Leidos Security Detection,Cinionics Returns,1,0.8,1
"Meridian Construction Co., Ltd.",Prop Tech,2,0.8,2
Carlos Cervando Gonzalez,Miguel Angel Gomez Montilla,2,0.8,2
Navigator Nova,Geislinger Corporation,1,0.8,1
Carnival Cruise Lines,03 Centergate,17,0.8,17
Ps Paper Plastic Products,P3 Paper Plastics Products Llc,2,0.8,2
Carnival Cruise Lines,Evac Service Center,1,0.8,1
Limetree Bay Terminals Llc,Steel And Pipes Inc.,2,0.8,2
Master Of Cape Taft,Wilhelmsen Supply,1,0.8,1
Msc Seashore,Cruises Logistics Usa,1,0.8,1
Smoki Srl,Smoki Usa Inc.,1,0.8,1
Ncl (Bahamas Ltd.),Kt Touring Kt Install,1,0.8,1
Ncl (Bahamas Ltd.),Cruise Line Agencies Of Alaska,3,0.8,3
M V Celsius Charlotte V. 07,Mv Celsius Canberra Legero,1,0.8,1
Mt Vivit Americas Lng,Houston Ang Turbo System Us Inc.,1,0.8,1
Master Of Wislaborg,Wagenborg Shipping Bv,4,0.8,4
Master Of Virginiaborg,Viking Life Saving Equipment Inc.,2,0.8,2
Alabalanca Food Products N.V.,Hunter Food And Spirits,2,0.8,2
Master Msc Barbara,Whilhemsen Ship Services,1,0.8,1
Ncl (Bahamas Ltd.),Soulfly,1,0.8,1
Randflex (Pty) ) Ltd.,Terravas,2,0.8,2
Ncl (Bahamas Ltd.),Red Wanting Blues Operation,1,0.8,1
Zeaborn Ship Management,New York Express A.F.,2,0.8,2
Hafnia Hawk,Turbo Systems Us Inc.,4,0.8,4
Carnival Cruise Lines,Matmarine Sp Z.O.O.,1,0.8,1
Crystal Cruises Ltd.,Wilhelmsen Ship Services,4,0.8,4
Interscan Schiffahrtsges Mbh,Survitec Safety Solutions Us Llc,2,0.8,2
Ncl (Bahamas Ltd.),Unitec Marine,2,0.7999999999999999,2
Seaboard Galaxy,Seaboard Globe,2,0.7999999999999999,2
K.K.P. Textiles Ltd.,Tropical Shipping,1,0.79,1
Viking Ocean Cruises,Sextant Marine Consulting,1,0.79,1
Ncl (Bahamas Ltd.),R&B Marine Power Engineering,15,0.79,15
Tdk Electronic Components S.A.U.,Tdk Electronics Inc.,1,0.79,1
Siegwerk Switzerland Ag,Dsv Air & Sea Inc.,1,0.79,1
Eco City Of Angels,Phi Maritime Inc.,1,0.79,1
Confisserie Napoleon B.V.,Belgiums Chocolate Source,1,0.79,1
Smt Apparel Lanka Ltd.,Smart Apparels (Us ) Inc.,1,0.79,1
Mt,Pleiades Shipping Agents Sa,2,0.79,2
Seabourn Quest,Crane World Wide Logistics,5,0.79,5
Ncl (Bahamas Ltd.),Alfa Laval Aalborg,1,0.78,1
Kristeel Shinwa Industries Ltd.,Msc Indusal Supply Inc.,1,0.78,1
Ncl (Bahamas Ltd.),De Wave Srl,3,0.78,3
Lady Lab,Fugro Usa Marine Inc.,1,0.78,1
Royal Caribbean Cruise,Paradise Travel Groups Llc Group,2,0.78,2
Aubrilam,Emirates Aluminium (EGA),1,0.78,1
Water Spirit Freight Services,On Site Environmental Inc.,2,0.78,2
Rovers Medical Devices Bv,Therapak Corp.,2,0.78,2
Magic Mountian Parkway,High Seas Trading Co.,21,0.78,21
Deme Offshore Nl Bv,Deme Offshore,2,0.78,2
The Viking Corp.,Irs Bayamon Headquarters,2,0.78,2
Margaritaville At Sea Paradisemar,Margaritaville At Sea Paradisemar,2,0.78,2
The Construction Stt,The Construction Stx,2,0.78,2
Emirates Aluminium (EGA),Whilhemsen Ship Services,2,0.78,2
Msc Seashore,Msc Procurament & Logistic Sp A,3,0.78,3
Ione Innovation Inc. Taiwan Branch,Kinesis Corp.,1,0.77,1
Ncl (Bahamas Ltd.),Carisam Ship Supply,2,0.77,2
Carnival Cruise Lines,Bianchi & Cecchi Service Inc.,3,0.77,3
Wyman Gordon Ltd.,Magellan Aerospace Haverhill Inc.,1,0.77,1
Ruby Princess,Priano Marchelli Usa Inc.,5,0.77,5
Deep Blue,Holloway Houston Inc.,2,0.77,2
Msc Printing [Pty] Ltd.,Msc Mexico City,1,0.77,1
Franky Y Ricky Sa,Fairway And Greene Ltd.,1,0.77,1
C Shipmanagement Ltd.,Whilhemsen Ship Services,1,0.77,1
Mann Hummel Water E Fluid Solutions,Mann Hummel Water E Fluid Solutions,2,0.77,2
Virgin Voyages,Us Marine International Serv,1,0.77,1
Mt Roseshipping Management Bv,Fillette Green Shipping Services,2,0.76,2
Navigator Eclipse,Geislinger Corporation,2,0.76,2
Arawak Hardwoods & Imp. Internat,Demerara Imp.,2,0.76,2
Almar Inverproyect Srl,Global Kitchen Solutions,4,0.76,4
Carnival Cruise Lines,Gaming Arts Llc,5,0.76,5
Sofileta,Doyle Sails New Zealand Ltd.,1,0.76,1
Carnival Cruise Lines,Man Energy Solution Primeserv,2,0.76,2
Japan Car Direct,Dallas Harmon,1,0.76,1
Espel S.A.I.C.A.,Ricks Motorsport Electrics Inc.,1,0.76,1
M V Diamond Gas Metropolis V. 003 B,Wartsila Service Switzerland,2,0.76,2
"Rishabh Instruments Pvt., Ltd.",Te Connectivity Ltd.,1,0.76,1
Ncl (Bahamas Ltd.),Hasty Magic,1,0.76,1
Explora 1,White Rabbit Acres,1,0.76,1
M V Trf Kristiansand V 2404,Whilhemsen Ship Services,2,0.76,2
Nesplas,Brandmark Llc.,4,0.76,4
Pt Eratex Djaja Tbk,Ralph Lauren Canada Lp,1,0.76,1
Lanco Dominicana C Por A,Enco Mfg. Corp.,2,0.76,2
Pec De Mexico Sa De Cv,Pec (Europe) Gmb H,1,0.76,1
Gulmohars,Caribbean Craft Spirits Ltd.,4,0.76,4
Hachette Uk Distribution,The School Of Visual Arts,1,0.76,1
Star Gibraltar,Norton Lilly International,1,0.75,1
Adcom World Wide,Dauerflora,1,0.75,1
"Jin Tay Industries Co., Ltd.",Kenstan Lock And Hardware Co.,1,0.75,1
Ncl (Bahamas Ltd.),Miami Digital Inc.,7,0.75,7
Carnival Cruise Lines,Traelopaq Cargo Inc.,1,0.75,1
Master Connector,Jan De Nul Us Llc,1,0.75,1
"Jin Yi Cherng Precision Co., Ltd.",Tuson Corp.,1,0.75,1
"Meenakshi India, Ltd.",Warren Rupp Inc.,1,0.75,1
Celebrity Cruises Ltd.,Onespa World Ltd. Concession,21,0.75,21
Metra Jules,Zev Rovine Selections,1,0.75,1
Franco Compania Naviera S.A.,Wilhelmsen Supply,1,0.75,1
Sin Boon Beng Printing Sdn Bhd,Dollar Tree Distribution Inc.,2,0.75,2
Oslo Bulk 1,Bulkship Management As,1,0.74,1
Blue Line Ship Management Sa,Global Ship Services,1,0.74,1
Jpd Global Pinturas Automotriz,Juar Gon Corp.,1,0.74,1
Suena Electronica Srl,United Electrical Supply,2,0.74,2
Bw Fleet Management As,Marinetrans Usa Llc,7,0.74,7
Virgin Voyages,Universal Marine Medical Supply,3,0.74,3
Stl Nanhu,Wrist Ship Supply Usa,3,0.74,3
Ncl (Bahamas Ltd.),Paradocs Medical,1,0.74,1
"Ever Famous Co., Ltd.",Trans Continental Mfg.,2,0.74,2
E & W Engineering Sdn. Bhd.,Emerson Supply Chain Optimizat,2,0.74,2
Tug Services Ltd.,Survitec Safety Solutions Us Llc,2,0.74,2
Envio Mau Eirl,Renacer Agra Corp.,2,0.74,2
"Quanzhou Huanchen Trading Co., Ltd.",Mode Internationale Ariella Inc.,1,0.74,1
Houston Voyager,Accelleron Turbo Systems Us Inc.,2,0.74,2
Trimfix Mouldings,Parker Europe Ocean,1,0.74,1
"Be Forward Co., Ltd.",Nickeda M Sands,1,0.74,1
Urepol Polimeros Ltda,Standen S Technologies Inc.,1,0.74,1
Carnival Cruise Lines,Dauerflora Usa Inc.,3,0.73,3
W F E L Ltd.,Fb6221 127 Th Lrs Lgrmm,1,0.73,1
C Divina,Gecom Usa Corp.,1,0.73,1
Carnival Cruise Lines,Suntix Llc Dba Poggesi Usa,1,0.73,1
Ncl (Bahamas Ltd.),Bleeding Trough,1,0.73,1
Carnival Cruise Lines,Johnson Controls Systems & Service,1,0.73,1
Oceania Cruise Lines,Mozzanica Usa Llc,4,0.73,4
Yoshida Auto (Tsutomu Yoshida),Lily Little,1,0.73,1
"Metso Outotec India Pvt., Ltd.",Metso Usa Inc.,1,0.73,1
Ncl (Bahamas Ltd.),Alfa Laval Inc.,3,0.73,3
Epson Mexico S.A De C.V,Epson Do Brasil Industria E Comerci,1,0.72,1
Wavy Wonders Aps,Wavy Wonders Llc,1,0.72,1
"Future Forwarding Co., Ltd.",Future Forwarding Co.,1,0.72,1
Mt Met Trading,Dutch Tour Enterprises Nv,2,0.72,2
Chevron,Survitec Safety Solutions Us Llc,1,0.72,1
Carnival Cruise Lines,A&H Armature Works Inc.,1,0.72,1
Carnival Cruise Lines,Marine Custom Metal Works Corp.,3,0.72,3
Eaglestar Shipmanagement Usa Llc,Survitec Safety Solutions Us Llc,1,0.72,1
Gala Srl,Romey Inc.,6,0.72,6
Changzhou Non Ferrous Casting,Modine Lawrtn,1,0.72,1
Bsm Singapore,Survitec Safety Solutions Us Llc,4,0.72,4
"Magari Japan Co., Ltd.",Do T Le,1,0.72,1
Carnival Cruise Lines,Seeside,2,0.72,2
Warner Electric Europe,Mitsubishi Logisnext Americas,1,0.72,1
Dowa Line America Houston Office,Survitec Safety Solutions Us Llc,2,0.72,2
Julian Osvaldo Vizcaino De La Cruz,Libreria Paulinas Puerto Rico,4,0.72,4
Msc Magnifica,Turbo Systems Us. Inc.,1,0.72,1
Msc Divina,Luxury Sp A Srl,1,0.72,1
Ncl (Bahamas Ltd.),Herc Rental,1,0.72,1
Ncl (Bahamas Ltd.),Ecolab Inc.,8,0.72,8
Hayuama Shipping Ltd.,Survitec Safety Solutions Us Llc,2,0.72,2
M V Jean Raspail V. 08,Master Of Freycinet,1,0.72,1
Crystal Cruises Ltd.,Wartsila North America Inc.,3,0.71,3
Msc Seascape,Universal Marine Medical Supply,4,0.71,4
Master,"Modern Korea Co., Ltd.",1,0.71,1
3 Sjapan Inc.,Brother Auto Hunt,1,0.71,1
Silgan Dispensing Systems Milano Sr,Silgan Dispensing Systems Corp.,1,0.71,1
Ijh A S,Lines Of Denmark,1,0.71,1
Oceania Cruise Lines,Control Av,7,0.71,7
Comercializadora Melo,Euro Caribe Packing Co. Inc.,4,0.7000000000000001,4
Royal Caribbean Cruise,Diamond Resorts International,2,0.7000000000000001,2
Antonia Diaz,Richies Produce Inc.,8,0.7000000000000001,8
Ncl (Bahamas Ltd.),Aflac Tv And Pelican Case,1,0.7,1
Princess Cruises,Dsv Ocean Transport A S,1,0.7,1
Regent Seven Seas,Clean Harbors Enviromental Service,1,0.7,1
Le Meridien Beach Plaza,Gametime Auctions,1,0.7,1
Oceania Cruise Lines,Applied Cooling Technology Llc,1,0.7,1
Carlos Cervando Gonzalez,Gerardo Tapicerias,2,0.7,2
Wah Kwong Ship Management,Survitec Safety Solutions Us Llc,2,0.7,2
Master Of M V Bulk Pride,Viking Life Saving Equipment Inc.,2,0.7,2
Carnival Cruise Lines,American Cruise Aid,1,0.7,1
Promoplast Proebo,Formaticum,1,0.7,1
Clermont,Delmar Safety Houston,2,0.7,2
Silver Etrema,Viking Life Saving Equipment As,2,0.7,2
Gac North America,Los Angeles Spirit C Ogac North Ame,2,0.7,2
Princess Cruises,Louis Deliganis Port Cargo & Logist,5,0.7,5
Mino Sp A,Tci Texarcana Inc.,2,0.7,2
Nyk Lng Shipmanagement Ltd.,Gsm Fuji Llc,2,0.7,2
Flanders Innovation,Whilhemsen Ship Services,1,0.7,1
Cebi Luxebourg S. A.,Melling Engine Parts,1,0.7,1
Carisbrooke Shipping,Survitec Safety Solutions Us Llc,2,0.7,2
Deep Blue,Bosch Rexroth Corp.,2,0.7,2
Medina Maritime Cv,Survitec Safety Solutions Us Llc,2,0.7,2
Carnival Cruise Lines,Soteco International Srl,1,0.7,1
"Gb Power Co., Ltd.",Man Energy Solution Usa Inc.,1,0.7,1
Forestwave Navigation,Survitec Safety Solutions Us Llc,2,0.7,2
Ncl (Bahamas Ltd.),Intercuises Port Service,1,0.7,1
Mt Eagle Hanover,Wilhelmsen,2,0.7,2
Scot Tanker,Survitec Safety Solutions Us Llc,2,0.7,2
Marathon E.G. Production Ltd.,Marathon Oil Co.,1,0.7,1
Sacatec,Hydac Techn Corp. Accumulator Div,1,0.7,1
Mv Bona,Offshore Suppliers,1,0.7,1
Carnival Cruise Lines,Palfinger Marine Usa Inc.,6,0.69,6
Grain De Sail,Elenteny Imp.,1,0.69,1
Cool Rider,Viking Life Saving Equipment Inc.,1,0.69,1
Linhardt Gmb H & Co. Kg,Oribe Hair Care,1,0.69,1
Silver Shadow,Sextant Marine Consulting,1,0.69,1
Mediterranean Shipping Co. Espana B,Master Of Msc Carmen,1,0.69,1
Tora A.S,Vestas Nacelles America Inc.,1,0.69,1
Priority Roro Services,Genesis Electric,2,0.68,2
Nesbitt Trucking,Assemblers And Fabricators Of Pr I,1,0.68,1
Royal Caribbean Cruise,Ship It Poker Cruises Llc Group,1,0.68,1
Carnival Celebration,Carnival Miracle,1,0.68,1
Owens Corning Technical Fabrics,Tpi Mexico V Llc Roser And Cowen,1,0.68,1
Multigestiones Ayax S.A.,Yemi Llc,2,0.68,2
Dozamel Sp. Z O.O.,Ge Gas Power,2,0.68,2
F A Stationary Trading Srl,Distribuidora Gaudi Llc,2,0.68,2
Princess Cruises,Source Furniture,1,0.68,1
Princess Cruises,Jones Sign Co.,1,0.68,1
Baker Hughes Guyana Co. Inc.,Baldwin Scale Co.,1,0.68,1
M V Captain C,Viking Life Saving Equipment Inc.,2,0.68,2
Sti Spiga,Focal Shipping Services Llc America,3,0.68,3
M V Eurocargo Bariv08,Whilhemsen Ship Services,1,0.68,1
Porcher Industries,Bainbridge International Inc.,2,0.68,2
Tripple Tees Gas,Multi Gasses,2,0.68,2
Virgin Island Paving Inc.,Gtc Mfg. Inc.,2,0.68,2
Florida Maritime Trade Group,Mhl Rentals And Services Llc,2,0.68,2
Chandris (Hellas) Inc.,Hellenic Marine Llc,1,0.68,1
Resorts World Bimini Bahamas (Rwbb),Ghost Town Entertainment Inc.,1,0.68,1
Ncl (Bahamas Ltd.),Valmony Coating,1,0.68,1
Msc Seashore,Msc Seascape,6,0.6799999999999999,6
Trocompsa,Welldex Logistics Mcallen Inc.,3,0.6799999999999999,3
Msc Divina,Msc Meraviglia,3,0.6799999999999999,3
Carina Voyager,Mshs Motor Services Hugo Stamp Inc.,4,0.6799999999999999,4
Carnival Cruise Lines,Workshop & Refilling Center,4,0.6799999999999999,4
Chandris Building,Survitec Safety Solutions Us Llc,1,0.67,1
Oceanus Aurora,Inchcape Shipping Services,1,0.67,1
Apexus (Pty) ) Ltd.,Anova,1,0.67,1
Royal Caribbean Cruise,Paramount Sewing And Vacuum Group,1,0.67,1
Imax Corporation,Major Cinemplex Group Plc,1,0.67,1
Aurora Suspended Fires,Fulfillment & Warehousing Solutions,1,0.67,1
M V Enchantment Of The Seas,Mol Logistics,1,0.67,1
Carnival Cruise Lines,Tropic Oil Co.,1,0.67,1
Blackcomb Spirit,Whilhemsen Ship Services,3,0.67,3
Carnival Cruise Lines,Marine Teknik,2,0.6699999999999999,2
Carnival Cruise Lines,Man Diesel North America Inc.,2,0.6699999999999999,2
Everlast Access Technologies,Rexframe Usa,1,0.66,1
Xplorer,Xp Metal Detectors,1,0.66,1
Autokuhler Gmb H & Co.,Akg North American Operations Inc.,1,0.66,1
"Dow Toray Co., Ltd. Fukui",Dow Silicones Corp. Taxid,1,0.66,1
Carnival Cruise Lines,Mesab Usa Llc,1,0.66,1
Lindblad Expeditions,Lindblad Expeditions,1,0.66,1
Hlag Vessel Holding Ltd.,"Pmax One Technologies Pte., Ltd.",2,0.66,2
Canada Global Logistics Ltd.,Master Of Msc Anzu,1,0.66,1
Ips Adhesives Europe Ltd.,Wren Kitchens,1,0.66,1
Alumeco A S,Linak Us. Inc.,1,0.66,1
Ncl (Bahamas Ltd.),Currents,1,0.66,1
M.E.Dey & Co. Inc. Dba Rolland Dey,Map Cargo International Ltd.,2,0.66,2
"G Marine Service Co., Ltd.",Alpha Logisitcs,2,0.66,2
Seapeak Maritime Ltd.,Wartsila North America Inc.,2,0.66,2
Oslo Ts 23022,Mellis Marine Management Llc,2,0.66,2
Villares Metals Sa,Ram Alloys Llc,1,0.66,1
Carnival Cruise Line,Teco Maritime Inc.,1,0.66,1
Cavalier Logistics,Necker Island,2,0.66,2
Silversea Cruises Ltd.,Blue Water Shipping Us Inc.,3,0.6599999999999999,3
Msc Meraviglia,Msc Seaside,2,0.6599999999999999,2
Silver Shadow,Whilhemsen Ship Services,3,0.65,3
Mt Qogir,Technava S A,1,0.65,1
M V Sky V 160056,Technava S.A.,1,0.65,1
Continental Automotive Mexicana Sa,Contitech Luftfedersysteme Gmb H,1,0.65,1
Kerry Ingredients,Givaudan Flavors,1,0.65,1
"Ponie Sg Pte., Ltd.",Ralph Lauren Canada Lp,2,0.65,2
Street Furniture Australia (Pty) ) . Ltd.,Ca Carey Corp.,1,0.65,1
Carnival Cruise Lines,C&C Costruzioni,2,0.65,2
Gaslog Singapore,Abb Inc.,1,0.65,1
Mv Ottoman Courtesy V. 2405,Viking Life Saving Equipment Inc.,1,0.65,1
Oceania Cruise Lines,Sidel Sp A,1,0.65,1
Mt Gaschem Arctic,Chios Global Marine Repairs,1,0.65,1
Port Cargo & Logistics Llc,Gecom Usa Corp.,1,0.65,1
Madha Silver,Survitec Safety Services Houston,1,0.65,1
M V Bw Brussels V 36,Viking Life Saving Equipment Inc.,1,0.65,1
C Divina,Valsamis Inc.,1,0.65,1
Carnival Cruise Lines,Centergate Warehouse,2,0.65,2
C Divina,Msc Meraviglia,1,0.65,1
Industrial Courage,Central Dispatch Inc.,1,0.65,1
Msc Seashore,Msc Divina,3,0.6499999999999999,3
Amazon Co Mcdermott Inc.,Amazon Co Mcdermott Inc.,3,0.64,3
Ncl (Bahamas Ltd.),Wilhemsen Ship Life Rafts Inc. Of Pr,3,0.64,3
Cld Physical Security Systems,Allied Fence Builders Inc.,1,0.64,1
Oceania Cruise Lines,Clean Harbors Environmental Sv,1,0.64,1
King Ocean Services Ltd.,Dd Construction,1,0.64,1
Vallooeby Mississippi Star Ltd.,Hellenic Marine Llc,1,0.64,1
24 7 Ship Spares Inc.,Galene Logistics,2,0.64,2
Teamsped,Kloska Energie And,2,0.64,2
Transgas Shipping Lines Sa,Survitec Safety Solutions Us Llc,2,0.64,2
Bahamasair Holding,Dunlop Aircraft Tyres Inc.,1,0.64,1
Oceania Cruise Lines,Fincantieri Sp A,2,0.64,2
Holsum De Republica Dominicana,Holsum De Puerto Rico Inc.,4,0.64,4
Medical Device Supply & Testing Ltd.,Steris Corporation,1,0.64,1
Qube Holdings Ltd.,Casas Y Proyectos Del Golfo S.A De,4,0.64,4
Epic Manhattan,Viking Life Saving Equipment,2,0.64,2
Carnival Cruise Lines,Nautical Envirotech Sl,3,0.64,3
Chinese Polish Joint Stock Shpg Co.,Wilhelmsen Supply,1,0.64,1
Chengdu Vantron Technologies Ltd.,Wayne Fueling Systems Llc Dba Dover,1,0.64,1
Elinchrom Ltd.,Mamiya America Corp.,1,0.64,1
Wilson Mercado Nunez,Rivera Garage Doors Inc.,2,0.64,2
"Nassau Paper Co., Ltd.",Nassau Paper Co.,2,0.64,2
Virgin Island Water & Power Authori,Wartsila Caribbean Inc.,4,0.64,4
Flexo Wash Aps,Flexo Wash Llc,1,0.63,1
Oman Ship Management Co. Saoc,Survitec Safety Solutions Us Llc,1,0.63,1
Baek Geum Philippines Corp.,Motorola Solutions,1,0.63,1
Muhut Silver Maritime Transp.,Survitec Safety Solutions Us Llc,1,0.63,1
Msc Seashore,Rgc Usa,6,0.63,6
Dakaka Nigeria Ltd.,Silverwell Technology Inc.,1,0.63,1
Signal Alpha Mi 5 Llc,Survitec Safety Solutions Us Llc,1,0.63,1
Pipeline Induction Heat Ltd.,Crc Evans Pih,1,0.63,1
Subcom Llc,Subcom Llc,1,0.63,1
Master Sider Colombia,Alexander Ryan Marine And Safety,1,0.63,1
Gac North America Shipping,Cotransa,1,0.63,1
Adelfia Navigation S.A.,Survitec Safety Solutions Us Llc,1,0.63,1
Carnival Cruise Lines,Pepsi Beverage Co.,1,0.62,1
Carnival Cruise Lines,Celebrity Dance,1,0.62,1
Regent Seven Seas Cruises,Wilhelmsen Ships Service Miami,1,0.62,1
Ncl (Bahamas Ltd.),American Vulkan Corp.,1,0.62,1
M V Lambi,Viking Life Saving Equipment Inc.,1,0.62,1
"Autajon Packaging Pacific Co., Ltd.",Lancer Skincare Llc,1,0.62,1
Master Of Wislaborg,Viking Life Saving Equipment Inc.,2,0.62,2
Mv Mykonos,Viking Life Saving Equipment Inc.,1,0.62,1
Regent Seven Seas Cruises,Apollo Logistics Llc,3,0.62,3
M V Charline V01,Whilhemsen Ship Services,1,0.62,1
Te Connectivity Germany Gmb H,Te Connectivity Corp.,1,0.62,1
Electrolux Home Products,Electrolux Home Products,1,0.62,1
Kangroos Wholesale,Pine Peace Mini Mart Inc.,2,0.62,2
Seamtec Srl .,Point Blank Enterprises,1,0.62,1
M V Stena Pro Patria V. 2204,Viking Life Saving Equipment (Usa),1,0.62,1
Oceania Cruise Lines,Medov Logistics,1,0.62,1
Master Of Cable Innovator,C S Wave Sentinal,1,0.62,1
Kotug Seabulk Maritime Llc,Seabulk Towing Holdings Inc.,1,0.62,1
Bradford Marine,Quantum,1,0.62,1
Viking Ocean Cruises,Wilhelmsen Ship Services,1,0.62,1
Cma Cgm Head Office,Agencia Maritima International,2,0.62,2
Carlfors Bruk Ab,Dyno Nobel Inc.,1,0.62,1
Ncl (Bahamas Ltd.),Tokyo International Cruise Terminal,1,0.62,1
Sydney Spirit,Summit Spirit,6,0.62,6
Ing Oscar Vergez & Asociados,Fountain Beach Residence Ltd.,2,0.62,2
Regent Seven Seas,Viking Life Saving Equipment Inc.,1,0.62,1
Sea Jaguar,Offshore Suppliers,1,0.62,1
Bepco Parts Sa,Southern Marketing Affiliates,1,0.62,1
Carnival Cruise Lines,Scan Global Logistic,2,0.61,2
Uiker Antriebstechnik Ag,Steris Corporation,1,0.61,1
Carnival Cruise Lines,Detailed Solutions,18,0.61,18
Hiber Aligroup Srl,Flomare Llc,1,0.61,1
Regent Seven Seas,Universal Marine Medical Supply,1,0.61,1
Msc Magnifica,Marioff Corporation Oy,2,0.61,2
Ncl (Bahamas Ltd.),Drew Marine,3,0.61,3
High Trust,Viking Life Saving Equipment Inc.,1,0.61,1
Buckeye Bahamas Hub Ltd.,"Five Star Shipping Co., Ltd.",1,0.61,1
Asklipios,Gac North America,1,0.61,1
Ncl (Bahamas Ltd.),Sick Duck,1,0.61,1
"Marlow Navigation Co., Ltd.","Marlow Navigation Co., Ltd.",5,0.61,5
Oceania Cruise Lines,Breakwater International Californ,1,0.61,1
Boskalis Offshore Transport Service,Survitec Safety Solutions Us Llc,4,0.6000000000000001,4
