Bill of Lading Number,Arrival Date,Consignee,Consignee (Original Format),Consignee SIC Codes,Shipper,Shipper (Original Format),Shipper SIC Codes,Notify Party,Carrier,Origin (F),Destination (D),Port of Discharge (D),Port of Loading (F),Country of Origin (F),Place of Receipt (F),Vessel,Voyage,IMO,Is Containerized,Measurement,Kilos,Tons,Weight (Original Format),Value,HS Code Desc.,Goods Shipped,REC_ID,Qty,Pckg,HS2,HS4,HS6,Vessel_Type_Simple,Carrier Name,Package_Type,Count,Group,Commodity,Cargo,Cargo Detail,Group_Locked,Commodity_Locked,Cargo_Locked,Cargo_Detail_Locked,Classified_Phase,Last_Rule_ID,Report_One,Report_Two,Report_Three,Report_Four,Filter,Note,Cargo_Detail,Classified_By_Rule,Type,DWT,LOA,Beam,Depth(m),GT,NRT,Grain,TPC,Dwt_Draft(m),Port_Code,Port_Consolidated,Port_Coast,Port_Region
LBUL293624010001,2024-11-02,Cooperatieve Rabobank U.A.,"COOPERATIVE RABOBANK UA
245 PARK AVENUE NEW YORK NY 10167
0062",6081,Gelf Siderurgia S.A.,"GELF SIDERURGIA SA
RODOVIA BR 040 KM 465 BARREIRO SETE
LAGOAS MINAS GERAIS BRAZIL 35701
970",,"PRIMETRADE LLC
11400 CARMEL COMMONS BLVD SUITE 200, CHARLOTTE NC 28226",LBUL - Lauritzen Bulkers A/S,Brazil,"Port of New Orleans, New Orleans, Louisiana","Port of New Orleans, New Orleans, Louisiana","Rio De Janeiro, Brazil",Brazil,RIO DE JANEIRO,DE SHENG HAI,2401,9751315,, ,3252000.0,3252.0,3252000 KG,1463000.0,Classified: 7201.10,NODULAR PIG IRON,PANV_IMP_FILE126_R967442,1,DBK,72,7201,720110,Bulk Carrier,LBUL,DBK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,Bulk Carrier-Large Handy,38821,0,32.06,15,25622,13063,50500,53,10.5,2002,New Orleans,Gulf,Gulf East
LBUL293624010002,2024-11-02,Cooperatieve Rabobank U.A.,"COOPERATIVE RABOBANK UA
245 PARK AVENUE NEW YORK NY 10167
0062",6081,Gelf Siderurgia S.A.,"GELF SIDERURGIA SA
RODOVIA BR 040 KM 465 BARREIRO SETE
LAGOAS MINAS GERAIS BRAZIL 35701
970",,"PRIMETRADE LLC
11400 CARMEL COMMONS BLVD SUITE 200, CHARLOTTE NC 28226",LBUL - Lauritzen Bulkers A/S,Brazil,"Port of New Orleans, New Orleans, Louisiana","Port of New Orleans, New Orleans, Louisiana","Rio De Janeiro, Brazil",Brazil,RIO DE JANEIRO,DE SHENG HAI,2401,9751315,, ,3251000.0,3251.0,3251000 KG,1463000.0,Classified: 7201.10,NODULAR PIG IRON,PANV_IMP_FILE126_R967443,1,DBK,72,7201,720110,Bulk Carrier,LBUL,DBK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,Bulk Carrier-Large Handy,38821,0,32.06,15,25622,13063,50500,53,10.5,2002,New Orleans,Gulf,Gulf East
LBUL293624010003,2024-11-02,Cooperatieve Rabobank U.A.,"COOPERATIVE RABOBANK UA
245 PARK AVENUE NEW YORK NY 10167
0062",6081,Gelf Siderurgia S.A.,"GELF SIDERURGIA SA
RODOVIA BR 040 KM 465 BARREIRO SETE
LAGOAS MINAS GERAIS BRAZIL 35701
970",,"PRIMETRADE LLC
11400 CARMEL COMMONS BLVD SUITE 200, CHARLOTTE NC 28226",LBUL - Lauritzen Bulkers A/S,Brazil,"Port of New Orleans, New Orleans, Louisiana","Port of New Orleans, New Orleans, Louisiana","Rio De Janeiro, Brazil",Brazil,RIO DE JANEIRO,DE SHENG HAI,2401,9751315,, ,1301000.0,1301.0,1301000 KG,585000.0,Classified: 7201.10,NODULAR PIG IRON,PANV_IMP_FILE126_R967444,1,DBK,72,7201,720110,Bulk Carrier,LBUL,DBK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,Bulk Carrier-Large Handy,38821,0,32.06,15,25622,13063,50500,53,10.5,2002,New Orleans,Gulf,Gulf East
LBUL293624010004,2024-11-02,Cooperatieve Rabobank U.A.,"COOPERATIVE RABOBANK UA
245 PARK AVENUE NEW YORK NY 10167
0062",6081,Gelf Siderurgia S.A.,"GELF SIDERURGIA SA
RODOVIA BR 040 KM 465 BARREIRO SETE
LAGOAS MINAS GERAIS BRAZIL 35701
970",,"PRIMETRADE LLC
11400 CARMEL COMMONS BLVD SUITE 200, CHARLOTTE NC 28226",LBUL - Lauritzen Bulkers A/S,Brazil,"Port of New Orleans, New Orleans, Louisiana","Port of New Orleans, New Orleans, Louisiana","Rio De Janeiro, Brazil",Brazil,RIO DE JANEIRO,DE SHENG HAI,2401,9751315,, ,1301000.0,1301.0,1301000 KG,585000.0,Classified: 7201.10,BASIC PIG IRON,PANV_IMP_FILE126_R967445,1,DBK,72,7201,720110,Bulk Carrier,LBUL,DBK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,Bulk Carrier-Large Handy,38821,0,32.06,15,25622,13063,50500,53,10.5,2002,New Orleans,Gulf,Gulf East
LBUL293624010005,2024-11-02,Tms International LLC,"TMS INTERNATIONAL LLC
SOUTHSIDE WORKS BUILDING ONE THIRD
FLOOR 2835 EAST CARSON STREET
PITTSBURGH PA 15203 USA",,Gelf Siderurgia S.A.,"GELF SIDERURGIA SA
RODOVIA BR 040 KM 465 BARREIRO SETE
LAGOAS MINAS GERAIS BRAZIL 35701
970",,"T PARKER HOST
365 CANAL ST SUITE 2500 NEW ORLEANS, LA 70130",LBUL - Lauritzen Bulkers A/S,Brazil,"Port of New Orleans, New Orleans, Louisiana","Port of New Orleans, New Orleans, Louisiana","Rio De Janeiro, Brazil",Brazil,RIO DE JANEIRO,DE SHENG HAI,2401,9751315,, ,2601000.0,2601.0,2601000 KG,1170000.0,Classified: 7201.10,BASIC PIG IRON,PANV_IMP_FILE126_R967446,1,DBK,72,7201,720110,Bulk Carrier,LBUL,DBK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,Bulk Carrier-Large Handy,38821,0,32.06,15,25622,13063,50500,53,10.5,2002,New Orleans,Gulf,Gulf East
LBUL293624010006,2024-11-02,Tms International LLC,"TMS INTERNATIONAL LLC
SOUTHSIDE WORKS BUILDING ONE THIRD
FLOOR 2835 EAST CARSON STREET
PITTSBURGH PA 15203 USA",,Avg Siderurgia Limiteda,"AVG SIDERURGIA LTDA
RODOVIA BR 040 KM 468 35701 970
SETE LAGOAS MG BRASIL",,"TMS INTERNATIONAL LLC
SOUTHSIDE WORKS BUILDING ONE THIRD, FLOOR 2835 EAST CARSON STREET, PITTSBURGH PA 15203 USA",LBUL - Lauritzen Bulkers A/S,Brazil,"Port of New Orleans, New Orleans, Louisiana","Port of New Orleans, New Orleans, Louisiana","Rio De Janeiro, Brazil",Brazil,RIO DE JANEIRO,DE SHENG HAI,2401,9751315,, ,2603000.0,2603.0,2603000 KG,1171000.0,Classified: 7201.10,BASIC PIG IRON,PANV_IMP_FILE126_R967447,1,DBK,72,7201,720110,Bulk Carrier,LBUL,DBK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,Bulk Carrier-Large Handy,38821,0,32.06,15,25622,13063,50500,53,10.5,2002,New Orleans,Gulf,Gulf East
LBUL293624010007,2024-11-02,Brown Brothers Harriman And Companympany,"BROWN BROTHERS HARRIMAN AND CO
COLLECTION SECTION 140 BROADWAY NEW
YORK NY 10005 USA","6091, 6211",Avg Siderurgia Limiteda,"AVG SIDERURGIA LTDA
RODOVIA BR 040 KM 468 35701 970
SETE LAGOAS MG BRASIL",,"PRIMETRADE LLC
11440 CARMEL COMMONS BLVD SUITE 200, CHARLOTTE NC 28226 USA",LBUL - Lauritzen Bulkers A/S,Brazil,"Port of New Orleans, New Orleans, Louisiana","Port of New Orleans, New Orleans, Louisiana","Rio De Janeiro, Brazil",Brazil,RIO DE JANEIRO,DE SHENG HAI,2401,9751315,, ,2607000.0,2607.0,2607000 KG,1173000.0,Classified: 7201.10,FOUNDRY SI 250 3OO PIG IRON,PANV_IMP_FILE126_R967448,1,DBK,72,7201,720110,Bulk Carrier,LBUL,DBK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,Bulk Carrier-Large Handy,38821,0,32.06,15,25622,13063,50500,53,10.5,2002,New Orleans,Gulf,Gulf East
LBUL293624010008,2024-11-02,Brown Brothers Harriman And Companympany,"BROWN BROTHERS HARRIMAN AND CO
COLLECTION SECTION 140 BROADWAY NEW
YORK NY 10005 USA","6091, 6211",Avg Siderurgia Limiteda,"AVG SIDERURGIA LTDA
RODOVIA BR 040 KM 468 35701 970
SETE LAGOAS MG BRASIL",,"PRIMETRADE LLC
11440 CARMEL COMMONS BLVD SUITE 200, CHARLOTTE NC 28226 USA",LBUL - Lauritzen Bulkers A/S,Brazil,"Port of New Orleans, New Orleans, Louisiana","Port of New Orleans, New Orleans, Louisiana","Rio De Janeiro, Brazil",Brazil,RIO DE JANEIRO,DE SHENG HAI,2401,9751315,, ,7802000.0,7802.0,7802000 KG,3511000.0,Classified: 7201.10,NODULAR 050 PIG IRON,PANV_IMP_FILE126_R967449,1,DBK,72,7201,720110,Bulk Carrier,LBUL,DBK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,Bulk Carrier-Large Handy,38821,0,32.06,15,25622,13063,50500,53,10.5,2002,New Orleans,Gulf,Gulf East
LBUL293624010009,2024-11-02,Brown Brothers Harriman And Companympany,"BROWN BROTHERS HARRIMAN AND CO
COLLECTION SECTION 140 BROADWAY NEW
YORK NY 10005 USA","6091, 6211",Avg Siderurgia Limiteda,"AVG SIDERURGIA LTDA
RODOVIA BR 040 KM 468 35701 970
SETE LAGOAS MG BRASIL",,"PRIMETRADE LLC
11440 CARMEL COMMONS BLVD SUITE 200, CHARLOTTE NC 28226 USA",LBUL - Lauritzen Bulkers A/S,Brazil,"Port of New Orleans, New Orleans, Louisiana","Port of New Orleans, New Orleans, Louisiana","Rio De Janeiro, Brazil",Brazil,RIO DE JANEIRO,DE SHENG HAI,2401,9751315,, ,1303000.0,1303.0,1303000 KG,586000.0,Classified: 7201.10,BASIC 10 MAX PHOS PIG IRON,PANV_IMP_FILE126_R967450,1,DBK,72,7201,720110,Bulk Carrier,LBUL,DBK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,Bulk Carrier-Large Handy,38821,0,32.06,15,25622,13063,50500,53,10.5,2002,New Orleans,Gulf,Gulf East
CINT3988MOPRA01,2024-11-02,Stemcor London Limited,"TO ORDER STEMCOR LONDON TRADING LTD
LONGBOW HOUSE 4TH FLOOR
14-20 CHISWELL STREET
LONDON EC1Y 4TW UK",,Stemcor London Limited,"STEMCOR LONDON TRADING LTD
LONGBOW HOUSE 4TH FLOOR
14-20 CHISWELL STREET
LONDON EC1Y 4TW UK",6719,"STEEL DYNAMICS SOUTHWEST, LLC
FLAT ROLL GROUND SINTON DIVISION, 8534 HWY 89 SINTON, TX 78387, ATTN: CHRIS DUNN (361)424-6221",CINT - Cargill International S A,United Kingdom,"The Port of Brownsville, Brownsville, Texas","The Port of Brownsville, Brownsville, Texas","Victoria, Brazil",Brazil,BRAZIL,BRISTOL,4,,, ,32505000.0,32505.0,32505 ET,14627000.0,Classified: 7201.10,"32, 504. 620 MT BASIC STEEL MAKING PIG IRON",PANV_IMP_FILE022_R169507,1,BLK,72,7201,720110,Bulk Carrier,CINT,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2301,South Texas,Gulf,South Texas
CINT3988MOPRA02,2024-11-02,Hsbc Bank Plc,"TO THE ORDER OF HSBC BANK PLC
8 CANADA SQUARE
LONDON E14 5 HQ UNITED KINGDOM
TE44-3456-040-626",,Stemcor London Limited,"STEMCOR LONDON TRADING LTD
LONGBOW HOUSE 4TH FLOOR
14-20 CHISWELL STREET
LONDON EC1Y 4TW UK",6719,"STEEL DYNAMICS SOUTHWEST, LLC
FLAT ROLL GROUND SINTON DIVISION, 8534 HWY 89 SINTON, TX 78387, ATTN: CHRIS DUNN (361)424-6221",CINT - Cargill International S A,United Kingdom,"The Port of Brownsville, Brownsville, Texas","The Port of Brownsville, Brownsville, Texas","Victoria, Brazil",Brazil,BRAZIL,BRISTOL,4,,, ,22036000.0,22036.0,22036 ET,9916000.0,Classified: 7201.10,"22, 035. 530 MT BASIC STEEL MAKING PIG IRON",PANV_IMP_FILE022_R169508,1,BLK,72,7201,720110,Bulk Carrier,CINT,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2301,South Texas,Gulf,South Texas
CINT3988MOPRA01,2024-11-02,Stemcor London Limited,"TO ORDER STEMCOR LONDON TRADING LTD
LONGBOW HOUSE 4TH FLOOR
14-20 CHISWELL STREET
LONDON EC1Y 4TW UK",,Stemcor London Limited,"STEMCOR LONDON TRADING LTD
LONGBOW HOUSE 4TH FLOOR
14-20 CHISWELL STREET
LONDON EC1Y 4TW UK",6719,"STEEL DYNAMICS SOUTHWEST, LLC
FLAT ROLL GROUND SINTON DIVISION, 8534 HWY 89 SINTON, TX 78387, ATTN: CHRIS DUNN (361)424-6221",CINT - Cargill International S A,United Kingdom,"The Port of Brownsville, Brownsville, Texas","The Port of Brownsville, Brownsville, Texas","Victoria, Brazil",Brazil,BRAZIL,BRISTOL,4,,, ,32505000.0,32505.0,32505 ET,14627000.0,Classified: 7201.10,"32, 504. 620 MT BASIC STEEL MAKING PIG IRON",PANV_IMP_FILE126_R966736,1,BLK,72,7201,720110,Bulk Carrier,CINT,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2301,South Texas,Gulf,South Texas
CINT3988MOPRA02,2024-11-02,Hsbc Bank Plc,"TO THE ORDER OF HSBC BANK PLC
8 CANADA SQUARE
LONDON E14 5 HQ UNITED KINGDOM
TE44-3456-040-626",,Stemcor London Limited,"STEMCOR LONDON TRADING LTD
LONGBOW HOUSE 4TH FLOOR
14-20 CHISWELL STREET
LONDON EC1Y 4TW UK",6719,"STEEL DYNAMICS SOUTHWEST, LLC
FLAT ROLL GROUND SINTON DIVISION, 8534 HWY 89 SINTON, TX 78387, ATTN: CHRIS DUNN (361)424-6221",CINT - Cargill International S A,United Kingdom,"The Port of Brownsville, Brownsville, Texas","The Port of Brownsville, Brownsville, Texas","Victoria, Brazil",Brazil,BRAZIL,BRISTOL,4,,, ,22036000.0,22036.0,22036 ET,9916000.0,Classified: 7201.10,"22, 035. 530 MT BASIC STEEL MAKING PIG IRON",PANV_IMP_FILE126_R966737,1,BLK,72,7201,720110,Bulk Carrier,CINT,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2301,South Texas,Gulf,South Texas
CDFNSLTO0111001,2024-11-04,J.W. Allen & Companympany Incorporatedorporated,,4731,,,,"J.W. Allen & Co., Inc.
Building 7D, Suite 800, 200 Crofton Road, Kenner, Louisiana, 70062-8305, United States",CDFN - Canfornav Limited,Canada,"Toledo-Lucas Port Authority, Toledo, Ohio","Toledo-Lucas Port Authority, Toledo, Ohio","Sorel, Que, Canada",Canada,SOREL,BARNACLE,24007,9409742,, CF,19791000.0,19791.0,19791000 KG,9975000.0,Classified: 7201.10,SORELMETAL PIG IRON GRADE BASIC PIG IRON IN B ULK,PANV_IMP_FILE126_R964954,1,BLK,72,7201,720110,Bulk Carrier,CDFN,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,Bulk Carrier-Large Handy,30803,178.55,23.756,14.6,19814,10208,38635,41.3,10.416,3801,Great Lakes,Great Lakes,Great Lakes
CCBC241004SAH015,2024-11-06,,,,,,,,CCBC - Cosco Shipping Bulk Co Ltd,Brazil,"Baton Rouge (BTR) Airport, Baton Rouge, Louisiana","Baton Rouge (BTR) Airport, Baton Rouge, Louisiana","Rio De Janeiro, Brazil",Brazil,RIO DE JANEIRO BR,SHENG AN HAI,109,,, ,2708000.0,2708.0,2708 ET,1430000.0,Classified: 7201.10,"PIG IRON 2, 708 MT",PANV_IMP_FILE094_R699697,1,BLK,72,7201,720110,Bulk Carrier,CCBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2002,New Orleans,Gulf,Gulf East
CCBC241004SAH014,2024-11-06,,,,,,,,CCBC - Cosco Shipping Bulk Co Ltd,Brazil,"Baton Rouge (BTR) Airport, Baton Rouge, Louisiana","Baton Rouge (BTR) Airport, Baton Rouge, Louisiana","Rio De Janeiro, Brazil",Brazil,RIO DE JANEIRO BR,SHENG AN HAI,109,,, ,2429000.0,2429.0,2429 ET,1283000.0,Classified: 7201.10,"PIG IRON 2, 429 MT",PANV_IMP_FILE094_R699698,1,BLK,72,7201,720110,Bulk Carrier,CCBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2002,New Orleans,Gulf,Gulf East
CCBC241004SAH013,2024-11-06,,,,,,,,CCBC - Cosco Shipping Bulk Co Ltd,Brazil,"Baton Rouge (BTR) Airport, Baton Rouge, Louisiana","Baton Rouge (BTR) Airport, Baton Rouge, Louisiana","Rio De Janeiro, Brazil",Brazil,RIO DE JANEIRO BR,SHENG AN HAI,109,,, ,2430000.0,2430.0,2430 ET,1283000.0,Classified: 7201.10,"PIG IRON 2, 430 MT",PANV_IMP_FILE094_R699699,1,BLK,72,7201,720110,Bulk Carrier,CCBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2002,New Orleans,Gulf,Gulf East
CCBC241004SAH012,2024-11-06,,,,,,,,CCBC - Cosco Shipping Bulk Co Ltd,Brazil,"Baton Rouge (BTR) Airport, Baton Rouge, Louisiana","Baton Rouge (BTR) Airport, Baton Rouge, Louisiana","Rio De Janeiro, Brazil",Brazil,RIO DE JANEIRO BR,SHENG AN HAI,109,,, ,14365000.0,14365.0,14365 ET,7585000.0,Classified: 7201.10,"PIG IRON 14, 365 MT",PANV_IMP_FILE094_R699700,1,BLK,72,7201,720110,Bulk Carrier,CCBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2002,New Orleans,Gulf,Gulf East
CCBC241004SAH011,2024-11-06,,,,,,,,CCBC - Cosco Shipping Bulk Co Ltd,Brazil,"Baton Rouge (BTR) Airport, Baton Rouge, Louisiana","Baton Rouge (BTR) Airport, Baton Rouge, Louisiana","Rio De Janeiro, Brazil",Brazil,RIO DE JANEIRO BR,SHENG AN HAI,109,,, ,16215000.0,16215.0,16215 ET,8562000.0,Classified: 7201.10,"PIG IRON 16, 215 MT",PANV_IMP_FILE094_R699701,1,BLK,72,7201,720110,Bulk Carrier,CCBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2002,New Orleans,Gulf,Gulf East
CCBC241004SAH010,2024-11-06,,,,,,,,CCBC - Cosco Shipping Bulk Co Ltd,Brazil,"Baton Rouge (BTR) Airport, Baton Rouge, Louisiana","Baton Rouge (BTR) Airport, Baton Rouge, Louisiana","Rio De Janeiro, Brazil",Brazil,RIO DE JANEIRO BR,SHENG AN HAI,109,,, ,1459000.0,1459.0,1459 ET,770000.0,Classified: 7201.10,"PIG IRON 1, 459 MT",PANV_IMP_FILE094_R699702,1,BLK,72,7201,720110,Bulk Carrier,CCBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2002,New Orleans,Gulf,Gulf East
CCBC241004SAH009,2024-11-06,,,,,,,,CCBC - Cosco Shipping Bulk Co Ltd,Brazil,"Baton Rouge (BTR) Airport, Baton Rouge, Louisiana","Baton Rouge (BTR) Airport, Baton Rouge, Louisiana","Rio De Janeiro, Brazil",Brazil,RIO DE JANEIRO BR,SHENG AN HAI,109,,, ,1453000.0,1453.0,1453 ET,767000.0,Classified: 7201.10,"PIG IRON 1, 453 MT",PANV_IMP_FILE094_R699703,1,BLK,72,7201,720110,Bulk Carrier,CCBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2002,New Orleans,Gulf,Gulf East
CCBC241004SAH008,2024-11-06,,,,,,,,CCBC - Cosco Shipping Bulk Co Ltd,Brazil,"Baton Rouge (BTR) Airport, Baton Rouge, Louisiana","Baton Rouge (BTR) Airport, Baton Rouge, Louisiana","Rio De Janeiro, Brazil",Brazil,RIO DE JANEIRO BR,SHENG AN HAI,109,,, ,1458000.0,1458.0,1458 ET,770000.0,Classified: 7201.10,"PIG IRON 1, 458 MT",PANV_IMP_FILE094_R699704,1,BLK,72,7201,720110,Bulk Carrier,CCBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2002,New Orleans,Gulf,Gulf East
CCBC241004SAH007,2024-11-06,,,,,,,,CCBC - Cosco Shipping Bulk Co Ltd,Brazil,"Baton Rouge (BTR) Airport, Baton Rouge, Louisiana","Baton Rouge (BTR) Airport, Baton Rouge, Louisiana","Rio De Janeiro, Brazil",Brazil,RIO DE JANEIRO BR,SHENG AN HAI,109,,, ,1455000.0,1455.0,1455 ET,768000.0,Classified: 7201.10,"PIG IRON 1, 455 MT",PANV_IMP_FILE094_R699705,1,BLK,72,7201,720110,Bulk Carrier,CCBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2002,New Orleans,Gulf,Gulf East
CCBC241004SAH006,2024-11-06,,,,,,,,CCBC - Cosco Shipping Bulk Co Ltd,Brazil,"Baton Rouge (BTR) Airport, Baton Rouge, Louisiana","Baton Rouge (BTR) Airport, Baton Rouge, Louisiana","Rio De Janeiro, Brazil",Brazil,RIO DE JANEIRO BR,SHENG AN HAI,109,,, ,2634000.0,2634.0,2634 ET,1391000.0,Classified: 7201.10,"PIG IRON 2, 634 MT",PANV_IMP_FILE094_R699706,1,BLK,72,7201,720110,Bulk Carrier,CCBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2002,New Orleans,Gulf,Gulf East
CCBC241004SAH005,2024-11-06,,,,,,,,CCBC - Cosco Shipping Bulk Co Ltd,Brazil,"Baton Rouge (BTR) Airport, Baton Rouge, Louisiana","Baton Rouge (BTR) Airport, Baton Rouge, Louisiana","Rio De Janeiro, Brazil",Brazil,RIO DE JANEIRO BR,SHENG AN HAI,109,,, ,2303000.0,2303.0,2303 ET,1216000.0,Classified: 7201.10,"PIG IRON 2, 303 MT",PANV_IMP_FILE094_R699707,1,BLK,72,7201,720110,Bulk Carrier,CCBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2002,New Orleans,Gulf,Gulf East
CCBC241004SAH004,2024-11-06,,,,,,,,CCBC - Cosco Shipping Bulk Co Ltd,Brazil,"Baton Rouge (BTR) Airport, Baton Rouge, Louisiana","Baton Rouge (BTR) Airport, Baton Rouge, Louisiana","Rio De Janeiro, Brazil",Brazil,RIO DE JANEIRO BR,SHENG AN HAI,109,,, ,1351000.0,1351.0,1351 ET,713000.0,Classified: 7201.10,"PIG IRON 1, 351 MT",PANV_IMP_FILE094_R699708,1,BLK,72,7201,720110,Bulk Carrier,CCBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2002,New Orleans,Gulf,Gulf East
CCBC241004SAH003,2024-11-06,,,,,,,,CCBC - Cosco Shipping Bulk Co Ltd,Brazil,"Baton Rouge (BTR) Airport, Baton Rouge, Louisiana","Baton Rouge (BTR) Airport, Baton Rouge, Louisiana","Rio De Janeiro, Brazil",Brazil,RIO DE JANEIRO BR,SHENG AN HAI,109,,, ,1352000.0,1352.0,1352 ET,714000.0,Classified: 7201.10,"PIG IRON 1, 352 MT",PANV_IMP_FILE094_R699709,1,BLK,72,7201,720110,Bulk Carrier,CCBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2002,New Orleans,Gulf,Gulf East
CCBC241004SAH002,2024-11-06,,,,,,,,CCBC - Cosco Shipping Bulk Co Ltd,Brazil,"Baton Rouge (BTR) Airport, Baton Rouge, Louisiana","Baton Rouge (BTR) Airport, Baton Rouge, Louisiana","Rio De Janeiro, Brazil",Brazil,RIO DE JANEIRO BR,SHENG AN HAI,109,,, ,883000.0,883.0,883 ET,466000.0,Classified: 7201.10,PIG IRON 883 MT,PANV_IMP_FILE094_R699710,1,BLK,72,7201,720110,Bulk Carrier,CCBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2002,New Orleans,Gulf,Gulf East
CCBC241004SAH001,2024-11-06,,,,,,,,CCBC - Cosco Shipping Bulk Co Ltd,Brazil,"Baton Rouge (BTR) Airport, Baton Rouge, Louisiana","Baton Rouge (BTR) Airport, Baton Rouge, Louisiana","Rio De Janeiro, Brazil",Brazil,RIO DE JANEIRO BR,SHENG AN HAI,109,,, ,902000.0,902.0,902 ET,476000.0,Classified: 7201.10,PIG IRON 902 MT,PANV_IMP_FILE094_R699711,1,BLK,72,7201,720110,Bulk Carrier,CCBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2002,New Orleans,Gulf,Gulf East
