Source,Target,Relationship_Type,Shipments,Tons
Aerostream Usa Inc.,"GOVERNOR CONTROL SYSTEM INC
1720 75TH STREET SW, EVERETT WA98203 USANGELA COLLIER TE1 425 513 9390",Consignee→NotifyParty,1,0.5
Seadrill,"CENTRAL DISPATCH INC
1700 FOURTH STREET, HARVEY,LA",Consignee→NotifyParty,1,0.5
Tageos,"WS PACKAGING GROUP INC. DBA MULTI-C
2571 S HEMLOCK RD, GREEN BAY WI54229-950 US TE+19208666300",Shipper→NotifyParty,1,0.5
Royal Caribbean Cruise,"WILHELM RUMP KG (GMBH
WITTERNSTRASSE 20, HAMBURG XX21107 US",Consignee→NotifyParty,12,0.5
Ships Machinery International Inc.,"INCHCAPE SHIPPING SERVICES
750 W SUNRISE BLVD FORT LAUDERDALE, FL 33311 USA",Consignee→NotifyParty,1,0.5
Princess Cruises,"CRANE WORLD WIDE LOGISTICS
LAX 2650 COMMERCE WAY, COMMERCE, LOS ANGELES CA90040 USALEJANDRO LOPEZ TE310 765 2306",Consignee→NotifyParty,1,0.5
All Ports,"SURFACEJET INC
803 WEEKS ISLAND ROAD, NEW IBERIA LA70562",Consignee→NotifyParty,1,0.5
Transpetrol Tm As,"TURBO SYSTEMS US INC
1109 HOWARD DRIVE, DEERPARK TX77536 USSOVISAL HUY / ARRUDA",Shipper→NotifyParty,2,0.5
Marinetrans Usa Llc,"WILHELMSEN PORT SERVICES, INC.
9400 NEW CENTURY DR, PASADENA TX 77507",Consignee→NotifyParty,1,0.5
Algoma Shipping Ltd.,"A.R SAVAGE AND SON
202 SOUTH ROME AVE STE 200, TAMPA, FL 33606 US",Shipper→NotifyParty,2,0.5
J And J Bcn International Sa,"VALWORX
18636 NORTHLINE DRIVE, CORNELIUS NC28031 US EMSALES@VALWORX.COM

;

VALWORX
18636 NORTHLINE DRIVE, CORNELIUS NC28031 US TE+17049879803",Shipper→NotifyParty,1,0.5
Princess Cruises,"WILHEMSEN SHIP SERVICES HOUSTON
9400 NEW CENTURY DRIVE, PASADENA TX77507 USCINDY FULMER TE281 867 2000",Shipper→NotifyParty,1,0.5
Avant Denmark A S,Geodis Ff Belgium Nv,Shipper→Consignee,2,0.5
Transpetrol Tm As,Marinetrans Usa Llc,Shipper→Consignee,2,0.5
Carnival Cruise Lines,Oy Danfoss Ab,Shipper→Consignee,2,0.5
Silver Shadow,Ships Machinery International Inc.,Shipper→Consignee,1,0.5
Ncl (Bahamas Ltd.),W&O Sypply Netherlands Bv,Shipper→Consignee,1,0.5
Ncl (Bahamas Ltd.),Russell Carter Artist Mgt,Shipper→Consignee,1,0.5
Smpm,Continental Construction And,Shipper→Consignee,2,0.5
Perseus Star,Teco Chemicals As,Shipper→Consignee,4,0.5
Seaspan Loga,Golten Service,Shipper→Consignee,1,0.5
Magic Mountian Parkway,Breakwater International Florida,Shipper→Consignee,1,0.5
Nyk Line,Jf Moran,Shipper→Consignee,2,0.5
Aerostream Usa Inc.,"TURBO SYSTEMS US INC.
18425 72ND AVE SOUTH, KENT WA98032 USSTEFAN UHL TE1 424 536 6461",Consignee→NotifyParty,1,0.5
Algoma Shipping Ltd.,Viking Life Saving Equipment Inc.,Shipper→Consignee,2,0.5
Mclaggan,Nyrev Inc. Dba The Readers Catalog,Shipper→Consignee,2,0.5
Crystal Cruises Ltd.,Tecnavi Srl,Shipper→Consignee,1,0.5
Aerostream Usa Inc.,"PRECETTI INC
7400 NW 13TH AVENUE, MIAMI FL33147 USPAOLA PANFILIO TE1 954 938-0000",Consignee→NotifyParty,1,0.5
Silver Shadow,Mozzanica Usa Llc,Shipper→Consignee,1,0.5
Royal Caribbean Cruise,"BITZER US, INC
4080 ENTERPRISE WAY, FLOWERY BRANCH GA30542 US",Shipper→NotifyParty,1,0.5
Master,"ACCELLERON HOUSTON WORKSHOP
TURBO SYSTEM US INC., HOUSTON AREA SERVICES CENTER 1109, HOWARD DRIVE DEER PARK, TX, DEER PARK TX 77536 US",Shipper→NotifyParty,1,0.5
M V Exhibitionist,Teco Chemicals As,Shipper→Consignee,1,0.5
Royal Caribbean Cruise,"SMITH DETECTION RETURN CENTER
30 CHAPIN ROAD UNIT 1207-1208, PINE BROOK NJ07058 US",Consignee→NotifyParty,44,0.5
Royal Caribbean Cruise,"JUST ADD CAKE PARTY RENTAL
3049 CEDAR DR SUITE 215, LA MARQUE TX77568 US",Consignee→NotifyParty,1,0.5
Maracuya Reposteria Artesanal S.R.,Franmar Distributors Llc,Shipper→Consignee,2,0.5
Carnival Cruise Lines,Era Carpet & Flooring International,Shipper→Consignee,1,0.5
Carnival Cruise Lines,Mondowood,Shipper→Consignee,1,0.5
Ncl (Bahamas Ltd.),R And B Marine,Shipper→Consignee,2,0.5
Energy Innovator V. 031,Wartsila North America Inc.,Shipper→Consignee,2,0.5
Plasticos Flexibles C. Por A.,Baxter Healthcare Corp.,Shipper→Consignee,2,0.5
Carnival Cruise Lines,G.N.I 1926,Shipper→Consignee,1,0.5
Virgin Voyages,Clauger Usa,Shipper→Consignee,1,0.5
Bw Lpg,Bw Lpg Llc,Shipper→Consignee,1,0.5
Carnival Cruise Lines,Waagner Biro Austria Stage Systems,Shipper→Consignee,1,0.5
Carnival Cruise Lines,Clean Earth,Shipper→Consignee,1,0.5
Kangroos Wholesale,Wir Super Market,Shipper→Consignee,4,0.5
Carnival Cruise Lines,Waagner Biro,Shipper→Consignee,1,0.5
J And J Bcn International Sa,Valworx Inc.,Shipper→Consignee,1,0.5
Magic Mountian Parkway,Universal Marine Medical Supply,Shipper→Consignee,2,0.5
London Voyager,Turbo Systems Usa Inc.,Shipper→Consignee,2,0.5
Ncl (Bahamas Ltd.),Xcel Hermetic,Shipper→Consignee,2,0.5
Grands Vins De France,Fantasia By Giorgio's,Shipper→Consignee,2,0.5
Tageos,Ws Packaging Group Inc. Dba Multi C,Shipper→Consignee,1,0.5
Carnival Cruise Lines,Allport Opa,Shipper→Consignee,1,0.5
Carmanah Signs,Caribbean Lottery Services Inc.,Shipper→Consignee,2,0.5
Princess Cruises,Ge Energy Power Conversion France,Shipper→Consignee,1,0.5
Master,Gac North America Logistics 162,Shipper→Consignee,1,0.5
Magic Mountian Parkway,Rm Srl Unipersonale,Shipper→Consignee,1,0.5
Mortimer Candies,Packaging Center International,Shipper→Consignee,1,0.5
Denver,Helsinki,Shipper→Consignee,2,0.5
Whilhemsen Ship Services,"WILHELMSEN SHIP SERVICE
9400 NEW CENTURY DRIVE, PASEADENA, TEXAS 77507, TEL: +1 281 867 2000",Consignee→NotifyParty,3,0.5
Ncl (Bahamas Ltd.),Applied Cooling Technology Llc,Shipper→Consignee,1,0.5
Carnival Cruise Lines,D I Davit International Hische Gmb H,Shipper→Consignee,4,0.5
Pacific Basin Shipping Ltd. (Hk),"WILHELMSEN SHIPS SERVICES
9400 NEW CENTURY DRIVE, PASADENA TX 77507",Shipper→NotifyParty,2,0.5
Pacific Basin Shipping Ltd. (Hk),"WILHELMSEN SHIPS SERVICES
9400 NEW CENTURY DRIVE, PASADENA TX 77507 USA EMAIL:, AMERICAS.SUPPLY1@WILHELMSEN.COM",Shipper→NotifyParty,2,0.5
Whilhemsen Ship Services,"WILHELMSEN SHIPS SERVICE INC
9400 NEW CENTURY DRIVE PASADENA, TEXAS 77507 USA",Consignee→NotifyParty,1,0.5
Mami Suzuki Shipmanagement Group,"S5 NORTON LILLY INTERNATIONAL
550 FANNIN STREET, SUITE 120, BEAUMONTTX 77701, TEUS",Consignee→NotifyParty,1,0.5
Royal Caribbean Cruise,"BITZER US, INC
4080 ENTERPRISE WAY, FLOWERY BRANCH GA30542 US",Consignee→NotifyParty,1,0.5
Ws Packaging Group Inc. Dba Multi C,"WS PACKAGING GROUP INC. DBA MULTI-C
2571 S HEMLOCK RD, GREEN BAY WI54229-950 US TE+19208666300",Consignee→NotifyParty,1,0.5
Integrity Eth,Framo Houston Inc.,Shipper→Consignee,1,0.5
Pacific Basin Shipping Ltd. (Hk),"WILHELMSEN SHIPS SERIVCES
9400 NEW CENTURY DRIVE, PASADENA TX 77507",Shipper→NotifyParty,2,0.5
Whilhemsen Ship Services,"WILHELMSEN  SHIPS SERVICE
9400 NEW CENTURY DRIVE, 16000 NW 59TH AVENUE, PASADENA TX77507 USCINDY FULMER TE2818423830",Consignee→NotifyParty,1,0.5
Master Msc Rosaria,"NORTON LILLY INTERNATIONAL
26 PAPETTI PLAZA, 2ND FLOOR, ELIZABETH NJ 07206 UNITED STATES",Shipper→NotifyParty,1,0.5
Princess Cruises,"RCG-USA
3381 NW 168TH STREET, MIAMI GARDENS, MIAMI FL33056 USSTEPHANE RABARON TE1 305 592 34 73",Shipper→NotifyParty,1,0.5
Whilhemsen Ship Services,"WILHELMSEN SHIP SERVICES
9400 N, CENTURY DR., PASADENA TX 77507 US",Consignee→NotifyParty,1,0.5
Royal Caribbean Cruise,"BOMBSHELL PRODUCTIONS
4030 SW 30TH AVE, FORT LAUDERDALE FL33312",Consignee→NotifyParty,1,0.5
Whilhemsen Ship Services,"A.R SAVAGE AND SON
202 SOUTH ROME AVE STE 200, TAMPA, FL 33606 US",Consignee→NotifyParty,2,0.5
Princess Cruises,"PRIANO MARCHELLI USA (MIAMI)
8815 NW 33RD STREET SUITE 110, DORAL FL33172 USRISTO CASINO TECHNICAL TE7864520633",Shipper→NotifyParty,1,0.5
Princess Cruises,"PRECETTI INC
7400 NW 13TH AVENUE, MIAMI FL33147 USPAOLA PANFILIO TE1 954 938-0000",Shipper→NotifyParty,1,0.5
Master Msc Rosaria,Gennaro S.A.S.,Shipper→Consignee,1,0.5
Conformatic,Conformatic Corp.,Shipper→Consignee,4,0.5
Oceania Cruise Lines,Clean Harbors,Shipper→Consignee,1,0.5
Carnival Cruise Lines,Vernaval Service Srl,Shipper→Consignee,2,0.5
Princess Cruises,Trident Bmc,Shipper→Consignee,1,0.5
M V Diamond Gas Rose V 25 B,Mami Suzuki Shipmanagement Group,Shipper→Consignee,1,0.5
Greco Libero,Maritime Endeavors Shipping Co.,Shipper→Consignee,1,0.5
"Addison & Co., Ltd.",Msc Industrial Supply,Shipper→Consignee,1,0.5
Total Energies Marketing Pr Corp.,Altol Petroleum Products Service,Shipper→Consignee,2,0.5
Whilhemsen Ship Services,"WILHEMSEN SHIP SERVICES HOUSTON
9400 NEW CENTURY DRIVE, PASADENA TX77507 USCINDY FULMER TE281 867 2000",Consignee→NotifyParty,1,0.5
Ncl (Bahamas Ltd.),Drew Marine Co West Coast Ship,Shipper→Consignee,1,0.5
Oceania Cruise Lines,Sixthman Llc,Shipper→Consignee,1,0.5
M T Genco Warrior,Unitor,Shipper→Consignee,1,0.5
Wilson Mercado Nunez,Centro Oncologico Del Oeste,Shipper→Consignee,2,0.5
Ncl (Bahamas Ltd.),Alpha One Pompano,Shipper→Consignee,1,0.5
Mt Lng Ships Athena,Central Dispatch Inc.,Shipper→Consignee,1,0.5
Crane World Wide Logistics Lax 2650 Commerce Way Commerce,"GOVERNOR CONTROL SYSTEM, INC
1720 75TH STREET SW, EVERETT, WA 98203, EVERETT WA98203 USANGELA COLLIER TE1 425 513 9390",Consignee→NotifyParty,1,0.5
Crane World Wide Logistics Lax 2650 Commerce Way Commerce,"PRIANO MARCHELLI USA (MIAMI)
8815 NW 33RD STREET SUITE 110, DORAL FL33172 USRISTO CASINO TECHNICAL TE7864520633",Consignee→NotifyParty,1,0.5
Princess Cruises,"LOGISTIC DEPARTMENT
PARK WEST GALLERY, 16000 NW 59TH AVENUE, MIAMI LAKES FL33014 US- TE3058176400",Shipper→NotifyParty,1,0.5
Crane Worldwide Logistic Sfo,"RCG-USA
3381 NW 168TH STREET, MIAMI GARDENS, MIAMI FL33056 USSTEPHANE RABARON TE1 305 592 34 73",Consignee→NotifyParty,1,0.5
Princess Cruises,"IGT RENO
9295 PROTOTYPE DR., RENO, NV 89521, USA, RENO NV89521 USRICARDO GARCIA TE7757418552",Shipper→NotifyParty,1,0.5
Crane Worldwide Logistic Sfo,"WILHELMSEN  SHIPS SERVICE
9400 NEW CENTURY DRIVE, PASADENA TX77507 USCINDY FULMER TE1-281-842-3830",Consignee→NotifyParty,1,0.5
Princess Cruises,"GOVERNOR CONTROL SYSTEM INC
1720 75TH STREET SW, EVERETT WA98203 USANGELA COLLIER TE1 425 513 9390",Shipper→NotifyParty,1,0.5
Princess Cruises,"GOVERNOR CONTROL SYSTEM, INC
1720 75TH STREET SW, EVERETT, WA 98203, EVERETT WA98203 USANGELA COLLIER TE1 425 513 9390",Shipper→NotifyParty,1,0.5
Seaspan Loga,"INCHCAPE SHIPPING SERVICES
750 W SUNRISE BLVD FORT LAUDERDALE, FL 33311 USA",Shipper→NotifyParty,1,0.5
Radiant Global Logistics Inc.,"SCAN GLOBAL LOGISTICS
18850 8TH AVE. S, SUITE 100, SEATTLE WA 98148, TE1 206 241 2166",Consignee→NotifyParty,1,0.5
Whilhemsen Ship Services,"WILHELMSEN SHIPS SERVICES
9400 NEW CENTURY DRIVE, PASADENA TX 77507 USA EMAIL:, AMERICAS.SUPPLY1@WILHELMSEN.COM",Consignee→NotifyParty,2,0.5
Whilhemsen Ship Services,"WILHELMSEN SHIPS SERVICES
9400 NEW CENTURY DRIVE, PASADENA TX 77507",Consignee→NotifyParty,2,0.5
Silver Dawn,"WILHELMSEN SHIPS SERVICE INC
9400 NEW CENTURY DRIVE PASADENA, TEXAS 77507 USA",Shipper→NotifyParty,1,0.5
Royal Caribbean Cruise,"JUST ADD CAKE PARTY RENTAL
3049 CEDAR DR SUITE 215, LA MARQUE TX77568 US",Shipper→NotifyParty,1,0.5
"Sk B & T Pte., Ltd.","DAE HAN SHIPPING AGENCY INC
521 ALA MOANA BLVD PIER 2 SUITE211, HONOLULU HAWAII 96813",Shipper→NotifyParty,1,0.5
Jf Moran,"JF MORAN
475 DOUGLAS PIKE, SMITHFIELD            RI 02917",Consignee→NotifyParty,2,0.5
Princess Cruises,"LOGISTICS  DEPARTMENT
16000 NW 59TH AVENUE, PARK WEST GALLERY, MIAMI LAKES FL33014 US TE305 817 6400",Shipper→NotifyParty,1,0.5
Nyk Line,"JF MORAN
475 DOUGLAS PIKE, SMITHFIELD            RI 02917",Shipper→NotifyParty,2,0.5
Radiant Global Logistic Inc.,"PRIANO MARCHELLI USA
8200 N.W. 88TH ST SUITE 110, MEDLEY FL33166 USANGELO SORACI TE33749622805",Consignee→NotifyParty,1,0.5
Maritime Endeavors Shipping Co.,"MARITIME ENDEAVORS SHIPPING CO.
8866 GULF FREEWAY, STE. 300, HOUSTON, TX 77017-6514",Consignee→NotifyParty,1,0.5
Mozzanica Usa Llc,"INCHCAPE SHIPPING SERVICES
750 W SUNRISE BLVD FORT LAUDERDALE, FL 33311 USA",Consignee→NotifyParty,1,0.5
Royal Caribbean Cruise,"RED D ARC WELDING RENTAL
2210 PEERLESS RD., MULBERRY FL33860 US",Consignee→NotifyParty,2,0.5
Golten Service,"INCHCAPE SHIPPING SERVICES
750 W SUNRISE BLVD FORT LAUDERDALE, FL 33311 USA",Consignee→NotifyParty,1,0.5
Royal Caribbean Cruise,"RED D ARC WELDING RENTAL
2210 PEERLESS RD., MULBERRY FL33860 US",Shipper→NotifyParty,2,0.5
Gennaro S.A.S.,"NORTON LILLY INTERNATIONAL
26 PAPETTI PLAZA, 2ND FLOOR, ELIZABETH NJ 07206 UNITED STATES",Consignee→NotifyParty,1,0.5
Radiant Global Logistic Inc.,"SAPPHIRE PRINCESS
C/O PRINCESS CRUISES, FORT LAUDERDALE FL33304 USENGINE STOREKEEPER",Consignee→NotifyParty,1,0.5
Sea Princess,"GXI WAREHOUSE  - PCL
3402 SW 26TH TERRACE, SUITE B-1, SUITE B-1, FORT LAUDERDALE FL33312 USKATHERINE PINCHEIRA TE786-281-5163",Shipper→NotifyParty,1,0.5
Seabourn Quest,"US SHIP SUPPLY WAREHOUSE
1341 SW 21ST TERRACE, FORT LAUDERDALE FL 33312, US, TE1 (954) 225-1981",Shipper→NotifyParty,1,0.5
Seabourn Quest,"SCAN GLOBAL LOGISTICS
18850 8TH AVE. S, SUITE 100, SEATTLE WA 98148, TE1 206 241 2166",Shipper→NotifyParty,1,0.5
Sea Princess,"SAPPHIRE PRINCESS
C/O PRINCESS CRUISES, FORT LAUDERDALE FL33304 USENGINE STOREKEEPER",Shipper→NotifyParty,1,0.5
Sea Princess,"PRIANO MARCHELLI USA
8200 N.W. 88TH ST SUITE 110, MEDLEY FL33166 USANGELO SORACI TE33749622805",Shipper→NotifyParty,1,0.5
Radiant Global Logistic Inc.,"GXI WAREHOUSE  - PCL
3402 SW 26TH TERRACE, SUITE B-1, SUITE B-1, FORT LAUDERDALE FL33312 USKATHERINE PINCHEIRA TE786-281-5163",Consignee→NotifyParty,1,0.5
Valworx Inc.,"VALWORX
18636 NORTHLINE DRIVE, CORNELIUS NC28031 US EMSALES@VALWORX.COM

;

VALWORX
18636 NORTHLINE DRIVE, CORNELIUS NC28031 US TE+17049879803",Consignee→NotifyParty,1,0.5
West Auriga,"CENTRAL DISPATCH INC
1700 FOURTH STREET, HARVEY,LA",Shipper→NotifyParty,1,0.5
Royal Caribbean Cruise,"SMITH DETECTION RETURN CENTER
30 CHAPIN ROAD UNIT 1207-1208, PINE BROOK NJ07058 US",Shipper→NotifyParty,44,0.5
Teco Chemicals As,"CORY BROTHERS SHIPPING AGENCY LTD.
REMINGTON SQUARE 1, 10603 WEST SAM HOUSTON PKWY STE 240, HOUSTONTX 77064, TE+1-713-904-5785",Consignee→NotifyParty,1,0.5
Bw Lpg Llc,"INCHCAPE SHIPPING SERVICES
2570 BROADWAY PIER 5 BROWN BUILDING, 2ND FLOOR CAMDEN NJ  08104 USA",Consignee→NotifyParty,1,0.5
Perseus Star,"GAC NORTH AMERICA - AMS
2 INTERNATIONAL PLAZA, SUITE 600, PHILADELPHIA PA19113 US",Shipper→NotifyParty,4,0.5
Helsinki,"GAC NORTH AMERICA - AMS
2 INTERNATIONAL PLAZA, SUITE 600, PHILADELPHIA PA19113 US",Consignee→NotifyParty,2,0.5
Framo Houston Inc.,"TMT INC
231 GREENS RD HOUSTON TX 77032",Consignee→NotifyParty,1,0.5
Bw Lpg,"INCHCAPE SHIPPING SERVICES
2570 BROADWAY PIER 5 BROWN BUILDING, 2ND FLOOR CAMDEN NJ  08104 USA",Shipper→NotifyParty,1,0.5
M T Genco Warrior,"UNITOR
9400 NEW CENTURY DRIVE, PASADENA, TX 77507",Shipper→NotifyParty,1,0.5
Grand Bahama Shipyard Ltd.,"SURFACEJET INC
803 WEEKS ISLAND ROAD, NEW IBERIA LA70562",Shipper→NotifyParty,1,0.5
Princess Cruises,"TURBO SYSTEMS US INC.
18425 72ND AVE SOUTH, KENT WA98032 USSTEFAN UHL TE1 424 536 6461",Shipper→NotifyParty,1,0.5
Princess Cruises,"TDC SPECIALIST  TECHNICAL INVENTORY
3671 SW 30TH AVENUE, BAY T, FORT LAUDERDALE FL33312 USJESSICA MACKINDER TE17066694141",Shipper→NotifyParty,1,0.5
Princess Cruises,"TURBO SYSTEM US INC(LOS ANGELES SER
23831 S BANNING BLVD., CARSON CA90745 USOSCAR PADILLA TE310 518 8500",Shipper→NotifyParty,1,0.5
Princess Cruises,"TURBO SYSTEM US INC.
23831 SOUTH BANNING BLVD, 90745-6225 CARSON, CARSON CA23831 USOSCAR PADILLA TE13107294317",Shipper→NotifyParty,1,0.5
Gac North America Logistics 162,"ACCELLERON HOUSTON WORKSHOP
TURBO SYSTEM US INC., HOUSTON AREA SERVICES CENTER 1109, HOWARD DRIVE DEER PARK, TX, DEER PARK TX 77536 US",Consignee→NotifyParty,1,0.5
Greco Libero,"MARITIME ENDEAVORS SHIPPING CO.
8866 GULF FREEWAY, STE. 300, HOUSTON, TX 77017-6514",Shipper→NotifyParty,1,0.5
Royal Caribbean Cruise,"WILHELM RUMP KG (GMBH
WITTERNSTRASSE 20, HAMBURG XX21107 US",Shipper→NotifyParty,12,0.5
M V Aramis V 0123,"GULF SUNRISE AGENCY
10000 MANCHESTER,   SUITE E, HOUSTONTX 77012, US, TE832-540-9135",Shipper→NotifyParty,1,0.5
Crane World Wide Logistics,"US SHIP SUPPLY WAREHOUSE
1341 SW 21ST TERRACE, FORT LAUDERDALE FL 33312, US, TE1 (954) 225-1981",Consignee→NotifyParty,1,0.5
Crane World Wide Logistics Lax 2650 Commerce Way Commerce,"IGT RENO
9295 PROTOTYPE DR., RENO, NV 89521, USA, RENO NV89521 USRICARDO GARCIA TE7757418552",Consignee→NotifyParty,1,0.5
Crane World Wide Logistics,"WARTSILA CANADA INCORPORATED WS VAN
19074 22ND AVE UNIT 104, MT. PLEASANT SC, SURREY BCV3S 3S6 CAARTHUR DICK TE17782940440",Consignee→NotifyParty,1,0.5
Crane World Wide Logistics,"TURBO SYSTEM US INC(LOS ANGELES SER
23831 S BANNING BLVD., CARSON CA90745 USOSCAR PADILLA TE310 518 8500",Consignee→NotifyParty,1,0.5
Crane World Wide Logistics,"TURBO SYSTEM US INC.
23831 SOUTH BANNING BLVD, 90745-6225 CARSON, CARSON CA23831 USOSCAR PADILLA TE13107294317",Consignee→NotifyParty,1,0.5
Crane World Wide Logistics,"WARTSILA CANADA INCOPORATED
19074 22ND AVE. - UNIT 104, SURREY BCV3S 3S6 CAARTHUR DICK TE1 778-294-0440",Consignee→NotifyParty,1,0.5
Crane World Wide Logistics,"TDC SPECIALIST  TECHNICAL INVENTORY
3671 SW 30TH AVENUE, BAY T, FORT LAUDERDALE FL33312 USJESSICA MACKINDER TE17066694141",Consignee→NotifyParty,1,0.5
Crane World Wide Logistics,"LOGISTIC DEPARTMENT
PARK WEST GALLERY, 16000 NW 59TH AVENUE, MIAMI LAKES FL33014 US- TE3058176400",Consignee→NotifyParty,1,0.5
Crane World Wide Logistics,"LOGISTICS  DEPARTMENT
16000 NW 59TH AVENUE, PARK WEST GALLERY, MIAMI LAKES FL33014 US TE305 817 6400",Consignee→NotifyParty,1,0.5
Princess Cruises,"WARTSILA CANADA INCOPORATED
19074 22ND AVE. - UNIT 104, SURREY BCV3S 3S6 CAARTHUR DICK TE17782940440",Shipper→NotifyParty,1,0.5
Princess Cruises,"WARTSILA CANADA INCOPORATED
19074 22ND AVE. - UNIT 104, SURREY BCV3S 3S6 CAARTHUR DICK TE1 778-294-0440",Shipper→NotifyParty,1,0.5
Master Of Msc Antonia,"NORTON LILLY INTERNATIONAL
26 PAPETTI PLAZA, ELIZABETH NJ 07206 UNITED STATES",Consignee→NotifyParty,2,0.5
Princess Cruises,"WARTSILA CANADA INCORPORATED WS VAN
19074 22ND AVE UNIT 104, MT. PLEASANT SC, SURREY BCV3S 3S6 CAARTHUR DICK TE17782940440",Shipper→NotifyParty,1,0.5
M V Jean Raspail V. 08,Whilhemsen Ship Services,Shipper→Consignee,3,0.49000000000000005
Tecnoglass,"TECNOGLASS SAS
Avenida Circunvalar A 100, Metros De La Vía 40, Las Flores, Barranquilla, Atlantico, Colombia",Consignee→NotifyParty,1,0.49
Msc Seascape,"TINO SANA SRL
VIA F.LLI RONCELLI 5, ALMENNO SAN BARTOLOM, IT 24030 US",Shipper→NotifyParty,1,0.49
Accelleron Houston Workshop,"MORAN SHIPPING AGENCIES, INC.
16651 RONAN ROAD, HOUSTON TX 77060 US",Consignee→NotifyParty,1,0.49
Royal Caribbean Cruise,"HAYES INTERNATIONAL INC.
3734 SW 30TH AVE, FT LAUDERDALE FL33312",Consignee→NotifyParty,5,0.49
Xiamen Spider Network Technology Co.,"SPORT DESIGN STUDIO S.D.S. INC.
1625 Chabanel, Suite 700, Montreal, Quebec, H4N 2S7, Canada

;

SPORT DESIGN STUDIO S.D.S. INC.
1625 Chabanel, Suite 700, Montreal, Quebec, H4N 2S7, Canada",Shipper→NotifyParty,1,0.49
Royal Caribbean Cruise,"HAYES INTERNATIONAL INC.
3734 SW 30TH AVE, FT LAUDERDALE FL33312",Shipper→NotifyParty,5,0.49
Inno Metaal Bv,"PHILIPS USA LATHAM MAGNET MRI
ATT. MCCOLLISTER'S 50, SIMMONS LANE, MENANDS NY12204 US",Shipper→NotifyParty,1,0.49
Eastman Chemical Uruapan S.A. De C.,"TECNOGLASS SAS
Avenida Circunvalar A 100, Metros De La Vía 40, Las Flores, Barranquilla, Atlantico, Colombia",Shipper→NotifyParty,1,0.49
Trumpf Gmb H Co. Kg Werkzeugmaschi,Trumpf Inc.,Shipper→Consignee,1,0.49
"Fouma Shipping Co., Ltd.","Fouma Shipping Co., Ltd.",Shipper→Consignee,1,0.49
Secutor Corp.,Imperial Gaming Supply,Shipper→Consignee,1,0.49
Royal Caribbean Cruise,"ABB MARINE FINLAND
MARINE SERVICE FINLAND / MERENKULKI, HELSKINKI FI00980 FI",Consignee→NotifyParty,3,0.49
Xiamen Spider Network Technology Co.,Sport Design Studio Sds Inc.,Shipper→Consignee,1,0.49
Royal Caribbean Cruise,"ABB MARINE FINLAND
MARINE SERVICE FINLAND / MERENKULKI, HELSKINKI FI00980 FI",Shipper→NotifyParty,3,0.49
Ncl (Bahamas Ltd.),American Plumbing And Electrical,Shipper→Consignee,4,0.49
M V Globe Aliki V22 L,"NORTON LILLY INTERNATIONAL
753 JOHNNIE DODDS BLVD., SUITE 200, MT. PLEASANT, SC  29464  UNITED STA, MT. PLEASANT         SC29464     US",Shipper→NotifyParty,1,0.49
The Helping Hand Co (Ledbury) Ltd.,Cubro Ltd.,Shipper→Consignee,3,0.49
B.B.N. Exp.,Capel,Shipper→Consignee,1,0.49
M V Globe Aliki V22 L,Air Sea Safety & Survival Inc.,Shipper→Consignee,1,0.49
Tonnellerie Gillet Claude,Law Estate Wines,Shipper→Consignee,1,0.49
Cruise Yacht Opco Ltd.,Man Energy Solutions Se,Shipper→Consignee,1,0.49
M V Hoegh Trader,Emea Best Global Logistics,Shipper→Consignee,1,0.49
Emea Best Global Logistics,"NORTONLILLY INTERNAITNAL - JAX
9485 REGENCY SQUARE BLVD., SUITE 460, JACKSONVILLE, FL  32225  UNITED STA, JACKSONVILLE         FL32225     US",Consignee→NotifyParty,1,0.49
Air Sea Safety & Survival Inc.,"NORTON LILLY INTERNATIONAL
753 JOHNNIE DODDS BLVD., SUITE 200, MT. PLEASANT, SC  29464  UNITED STA, MT. PLEASANT         SC29464     US",Consignee→NotifyParty,1,0.49
Parker Hannifin European Sarl,Parker Europe Ocean,Shipper→Consignee,2,0.49
Artemis Arctic Co Mid Gulf Shipping,Pxgeo Us Inc. Wap,Shipper→Consignee,1,0.49
Master,Accelleron Houston Workshop,Shipper→Consignee,1,0.49
Msc Seascape,Tino Sana Srl,Shipper→Consignee,1,0.49
Inno Metaal Bv,Philips Usa Latham Magnet Mri,Shipper→Consignee,1,0.49
Eastman Chemical Uruapan S.A. De C.,Tecnoglass,Shipper→Consignee,1,0.49
Secutor Corp.,Emirates Aluminium (EGA),Shipper→NotifyParty,1,0.49
Sport Design Studio Sds Inc.,"SPORT DESIGN STUDIO S.D.S. INC.
1625 Chabanel, Suite 700, Montreal, Quebec, H4N 2S7, Canada

;

SPORT DESIGN STUDIO S.D.S. INC.
1625 Chabanel, Suite 700, Montreal, Quebec, H4N 2S7, Canada",Consignee→NotifyParty,1,0.49
Imperial Gaming Supply,Emirates Aluminium (EGA),Consignee→NotifyParty,1,0.49
Axalta Coating Systems Llc,"PHOENIX CONTACT, S.A.U
PARQUE TECNOL GICO DE ASTURIAS, PAR, CELA 18, LLANERA ES",Consignee→NotifyParty,1,0.49
Axalta Coating Systems Germany Gmb H,"PHOENIX CONTACT, S.A.U
PARQUE TECNOL GICO DE ASTURIAS, PAR, CELA 18, LLANERA ES",Shipper→NotifyParty,1,0.49
